EOL page ID,Scientific Name,Common Name,Measurement,Value,Measurement URI,Value URI,Raw Units (direct from source),Raw Units URI (normalized),Supplier,Content Partner Resource URL,source,measurement unit,sex,measurement method,contributor,citation,scientific name
11115670,Pastinachus gracilicaudus,Narrowtail Stingray,body width,74.7,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=65553,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=65553""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Pastinachus gracilicaudus Last & Manjaji-Matsumoto, 2010""]"
224536,Bathyraja caeluronigricans,Purple-black Skate,body width,74.4,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=22562,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=22562""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Bathyraja caeluronigricans Ishiyama & Ishihara, 1977""]"
223554,Gymnura australis,Australian Butterfly Ray,body width,73.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=15404,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=15404""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Gymnura australis (Ramsay & Ogilby, 1886)""]"
224536,Bathyraja caeluronigricans,Purple-black Skate,body width,72.2,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=22562,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=22562""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Bathyraja caeluronigricans Ishiyama & Ishihara, 1977""]"
214448,Aetobatus flagellum,Eagle Ray,body width,72.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=8973,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=8973""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Crispina B. Binohlan""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Aetobatus flagellum (Bloch & Schneider, 1801)""]"
28469679,Brochiraja vittacauda,,body width,71.9,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=66409,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=66409""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Frédéric Busson""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Brochiraja vittacauda Last & Séret, 2012""]"
570062,Himantura hortlei,Hortle&#39;s Whipray,body width,70.7,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=63342,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=63342""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura hortlei Last, Manjaji-Matsumoto & Kailola, 2006""]"
33973474,Myliobatis ridens,Shortnose Eagle Ray,body width,70,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=67472,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=67472""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Myliobatis ridens Ruocco, Lucifora, Díaz de Astarloa, Mabragaña & Delpiani, 2012""]"
220565,Dactylobatus clarkii,Hookskate,body width,69,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=7608,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=7608""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Liza Q. Agustin""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dactylobatus clarkii (Bigelow & Schroeder, 1958)""]"
570062,Himantura hortlei,Hortle&#39;s Whipray,body width,65.4,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=63342,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=63342""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 2263, uri: ""http://purl.obolibrary.org/obo/PATO_0000383"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-24 01:44:48"", updated_at: ""2015-08-12 16:23:47"", exclude_from_exemplars: false, position: 2574, uri_type_id: 3, ontology_information_url: ""http://bioportal.bioontology.org/ontologies/PATO"", ontology_source_url: ""http://purl.obolibrary.org/obo/pato.owl"", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Himantura hortlei Last, Manjaji-Matsumoto & Kailola, 2006""]"
205590,Aetomylaeus nichofii,Nieuhof&#39;s Eagle-ray,body width,65.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=10120,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=10120""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Rainer Froese""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Aetomylaeus nichofii (Bloch & Schneider, 1801)""]"
217955,Rajella leopardus,Skate,body width,65.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=8938,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=8938""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Crispina B. Binohlan""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Rajella leoparda (von Bonde & Swart, 1923)""]"
225937,Dasyatis hypostigma,Groovebelly Stingray,body width,65.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=63407,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=63407""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Dasyatis hypostigma Santos & Carvalho, 2004""]"
42539782,Potamotrygon limai,,body width,64.8,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=67271,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=67271""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Armi G. Torres""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Potamotrygon limai Fontenelle, Da Silva & Carvalho, 2014""]"
33973474,Myliobatis ridens,Shortnose Eagle Ray,body width,63.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=67472,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=67472""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Estelita Emily Capuli""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Myliobatis ridens Ruocco, Lucifora, Díaz de Astarloa, Mabragaña & Delpiani, 2012""]"
994330,Sympterygia bonapartii,Smallnose Fanskate,body width,63.0,http://purl.obolibrary.org/obo/VT_0015039,,cm,http://purl.obolibrary.org/obo/UO_0000015,http://www.fishbase.org/summary/SpeciesSummary.php?id=54031,http://eol.org/content_partners/2/resources/42,"[""http://www.fishbase.org/summary/SpeciesSummary.php?id=54031""]","[#<KnownUri id: 1781, uri: ""http://purl.obolibrary.org/obo/UO_0000015"", vetted_id: 0, visibility_id: 0, created_at: ""2013-10-18 15:54:00"", updated_at: ""2015-07-07 23:05:16"", exclude_from_exemplars: false, position: 1800, uri_type_id: 3, ontology_information_url: ""https://code.google.com/p/unit-ontology/"", ontology_source_url: ""http://unit-ontology.googlecode.com/svn/trunk/uo.ow..."", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[#<KnownUri id: 4025, uri: ""http://eol.org/schema/terms/maleOrUnsexed"", vetted_id: 0, visibility_id: 0, created_at: ""2015-03-10 21:56:51"", updated_at: ""2015-03-10 21:56:51"", exclude_from_exemplars: false, position: 4313, uri_type_id: 3, ontology_information_url: """", ontology_source_url: """", exemplar_for_same_as: nil, group_by_clade: false, clade_exemplar: false, value_is_text: false, hide_from_glossary: false, value_is_verbatim: false, hide_from_gui: false>]","[""Width; the length, in rays, and skates from the tip of the left to the tip of the right ‘wing’.""]","[""Cristina V. Garilao""]","[""Froese, R. and D. Pauly. Editors. 2015.FishBase. World Wide Web electronic publication. www.fishbase.org, ( 04/2015 )""]","[""Sympterygia bonapartii Müller & Henle, 1841""]"
